index,timeStamp,userID,targetApp,eventType,url,content,target.workbookName,target.sheetName,target.id,target.className,target.tagName,target.type,target.name,target.value,target.innerText,target.checked,target.href,target.option,target.title,target.innerHTML,case_id,new_guess_col,time_diff,TAP,TOK_TAP,TOK_TAP_is_cut,TOK_MPTAP_is_cut,TOK_MPTAP,TAP_is_cut,TAP_discovered_case,next_activity,pair,MPTAP,MPTAP_is_cut,MPTAP_discovered_case
0,2019-10-21 00:10:09.640,vleno,Excel,copyCell,,John,StudentRecords.xlsx,Sheet1,A2,,,,,John,,,,,,,0,False,2.576,2.576,0.0,False,False,-1.0,False,0.0,paste,copyCell_paste,2.0192824207492794,False,0.0
1,2019-10-21 00:10:12.216,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,John,,,,,INPUT,text,SingleLine,,,,,,,,0,False,1.065,1.065,-1.8279629584346764,False,False,-2.511,False,0.0,editField,paste_editField,2.9624730538922157,False,0.0
2,2019-10-21 00:10:13.281,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,John,,,,,,,0,False,2.988,2.988,0.2840514934184033,True,True,0.5806071978177019,False,0.0,copyCell,editField_copyCell,2.436572390572391,False,0.0
3,2019-10-21 00:10:16.269,vleno,Excel,copyCell,,Doe,StudentRecords.xlsx,Sheet1,B2,,,,,Doe,,,,,,,0,False,2.541,2.541,-0.23720248849710934,False,True,0.15110719781770188,False,0.0,paste,copyCell_paste,2.0192824207492794,False,0.0
4,2019-10-21 00:10:18.810,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Doe,,,,,INPUT,text,SingleLine,John ,,,,,,,0,False,0.351,0.351,-2.4168993317551783,False,False,-1.7782283222556738,False,0.0,editField,paste_editField,2.9624730538922157,False,0.0
5,2019-10-21 00:10:19.161,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,John Doe,,,,,,,0,False,3.959,3.959,1.2823336260399567,True,True,1.178378104341971,False,0.0,copyCell,editField_copyCell,2.436572390572391,False,0.0
6,2019-10-21 00:10:23.120,vleno,Excel,copyCell,,11/03/1986,StudentRecords.xlsx,Sheet1,C2,,,,,11/03/1986,,,,,,,0,False,4.177,4.177,1.3391782940290318,True,True,0.8028781043419713,False,0.0,paste,copyCell_paste,2.0192824207492794,False,0.0
7,2019-10-21 00:10:27.297,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,11/03/1986,,,Date-date,hasDatepicker,INPUT,text,date,,,,,,,,0,False,3.794,3.794,0.8272214004705805,True,False,-0.7881196134555062,False,0.0,editField,paste_editField,2.9624730538922157,False,0.0
8,2019-10-21 00:10:31.091,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,Date-date,hasDatepicker,INPUT,text,date,11-03-1986,,,,,,,0,False,4.345,4.345,1.305262934659189,True,True,1.3248584497408395,False,0.0,copyCell,editField_copyCell,2.436572390572391,False,0.0
9,2019-10-21 00:10:35.436,vleno,Excel,copyCell,,+61 039 689 9324,StudentRecords.xlsx,Sheet1,D2,,,,,+61 039 689 9324,,,,,,,0,False,2.98,2.98,-0.16671506203395836,False,True,0.62935844974084,False,0.0,paste,copyCell_paste,2.0192824207492794,False,0.0
10,2019-10-21 00:10:38.416,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,+61 039 689 9324,,,PhoneNumber,,INPUT,text,countrycode,,,,,,,,0,False,7.217,7.217,4.069705643320583,True,True,0.5380205373918496,True,0.0,editField,paste_editField,2.9624730538922157,False,0.0
